0	0	3189
0	1	2443
1	2	3026
2	2	3134
3	2	1010
4	0	1777
4	1	2604
5	2	2261
6	0	1695
6	1	2604
7	0	3032
7	1	1560
8	0	927
8	1	1560
9	2	2930
10	2	2986
11	2	517
12	0	1268
12	1	1560
13	2	3439
14	2	243
15	2	1302
16	2	514
17	0	3189
17	1	1739
18	0	316
18	1	3022
19	0	1967
19	1	795
20	0	3189
20	1	3439
21	2	197
22	2	1238
23	0	488
23	1	3421
24	2	3096
25	0	1777
25	1	460
26	2	2941
27	0	2812
27	1	229
28	0	2943
28	1	3449
29	2	2491
30	2	463
31	0	2745
31	1	1295
32	2	1868
33	2	1291
34	2	2931
35	0	3090
35	1	460
36	0	488
36	1	603
37	2	1823
38	2	1938
39	0	2164
39	1	3022
40	0	1777
40	1	2443
41	0	1777
41	1	2491
42	0	947
42	1	1893
43	0	488
43	1	117
44	2	942
45	2	3489
46	0	3317
46	1	460
47	0	294
47	1	3439
48	0	294
48	1	2604
49	2	976
50	2	1235
51	0	3246
51	1	2604
52	0	3189
52	1	1509
53	0	3032
53	1	644
54	2	705
55	0	545
55	1	460
56	0	947
56	1	332
57	0	3208
57	1	1295
58	0	947
58	1	795
59	0	3215
59	1	2428
60	2	327
61	0	1777
61	1	603
62	2	803
63	2	1295
64	2	3278
65	2	3347
66	0	1777
66	1	1509
67	2	1563
68	2	2399
69	2	742
70	2	135
71	2	2104
72	0	186
72	1	1823
73	0	3189
73	1	1330
74	0	2851
74	1	1988
75	0	929
75	1	1509
76	2	1284
77	0	2745
77	1	3202
78	0	488
78	1	2769
79	0	2280
79	1	232
80	0	3189
80	1	644
81	2	26
82	2	3
83	0	3090
83	1	1269
84	0	3189
84	1	3355
85	2	1311
86	2	889
87	2	1988
88	0	1706
88	1	3395
89	2	457
90	0	1777
90	1	2230
91	2	2470
92	0	1788
92	1	460
93	2	422
94	2	1500
95	2	2633
96	0	1314
96	1	1269
97	2	2448
98	0	963
98	1	1269
99	2	2769
100	2	138
101	0	3189
101	1	329
102	2	2839
103	0	947
103	1	492
104	0	1423
104	1	2633
105	2	288
106	0	1777
106	1	1560
107	0	3252
107	1	1269
108	0	190
108	1	1599
109	2	3151
110	2	924
111	2	3162
112	2	3225
113	2	3022
114	0	1777
114	1	1269
115	0	947
115	1	2365
116	2	2942
117	0	526
117	1	1701
118	0	947
118	1	644
119	0	3090
119	1	1541
120	0	1337
120	1	1823
121	2	653
122	2	113
123	0	2280
123	1	1988
124	2	116
125	2	117
126	2	1707
127	2	2117
128	0	3116
128	1	2633
129	2	855
130	0	1064
130	1	1295
131	0	3189
131	1	285
132	0	3133
132	1	2104
133	0	590
133	1	3421
134	2	1642
135	0	2266
135	1	1224
136	0	1137
136	1	117
137	0	1201
137	1	1269
138	2	2766
139	0	316
139	1	1269
140	0	2943
140	1	481
141	2	2622
142	2	731
143	0	1201
143	1	329
144	0	294
144	1	1269
145	0	1777
145	1	350
146	0	1064
146	1	3022
147	2	3072
148	2	897
149	2	898
150	0	488
150	1	1938
151	2	2084
152	0	2495
152	1	2428
153	0	1201
153	1	2633
154	2	2045
155	2	1442
156	0	947
156	1	3128
157	0	590
157	1	1269
158	2	1394
159	2	699
160	2	1162
161	2	2540
162	2	2899
163	2	3292
164	2	1224
165	0	3189
165	1	3449
166	2	1057
167	2	79
168	0	1777
168	1	2428
169	0	1064
169	1	1902
170	2	664
171	0	2266
171	1	644
172	0	3090
172	1	1292
173	2	3483
174	0	2280
174	1	359
175	2	1884
176	0	3090
176	1	3449
177	0	488
177	1	2633
178	0	963
178	1	117
179	2	1541
180	2	1607
181	2	1907
182	2	2290
183	0	2107
183	1	1269
184	0	1777
184	1	481
185	0	944
185	1	2604
186	2	1431
187	0	545
187	1	1509
188	2	989
189	2	2993
190	0	24
190	1	1068
191	2	3143
192	0	2249
192	1	1893
193	2	100
194	0	762
194	1	3395
195	0	590
195	1	3449
196	0	2280
196	1	3449
197	2	2157
198	2	1663
199	0	590
199	1	1938
200	2	2886
201	2	3369
202	2	1404
203	0	947
203	1	2604
204	0	928
204	1	1235
205	0	1768
205	1	230
206	0	352
206	1	1548
207	2	720
208	2	2319
209	2	484
210	0	1201
210	1	1560
211	0	3133
211	1	3022
212	0	1777
212	1	329
213	2	2919
214	0	963
214	1	1701
215	0	3090
215	1	644
216	0	590
216	1	3202
217	2	1701
218	0	3189
218	1	311
219	0	944
219	1	3449
220	0	3090
220	1	3110
221	0	847
221	1	2318
222	0	339
222	1	1779
223	0	294
223	1	1247
224	0	1920
224	1	912
225	0	1201
225	1	481
226	0	1237
226	1	2604
227	0	417
227	1	2366
228	2	2984
229	0	3189
229	1	2633
230	0	1145
230	1	1893
231	2	956
232	2	2665
233	0	590
233	1	644
234	2	2022
235	2	220
236	0	1923
236	1	3
237	0	2280
237	1	3421
238	0	1374
238	1	2633
239	2	2088
240	0	1259
240	1	3449
241	2	421
242	0	929
242	1	3421
243	0	3451
243	1	2428
244	0	2086
244	1	603
245	2	2497
246	0	488
246	1	422
247	0	3189
247	1	2318
248	2	234
249	0	3090
249	1	1068
250	0	488
250	1	460
251	0	2280
251	1	2604
252	0	3208
252	1	3421
253	0	2958
253	1	1295
254	0	163
254	1	817
255	0	2266
255	1	2428
256	0	1768
256	1	2184
257	0	1954
257	1	3022
258	2	119
259	0	947
259	1	817
260	0	853
260	1	2428
261	0	352
261	1	912
262	0	1259
262	1	3421
263	2	1875
264	2	432
265	0	3032
265	1	795
266	0	963
266	1	3449
267	2	390
268	2	573
269	0	946
269	1	2568
270	0	3338
270	1	1560
271	0	3083
271	1	3267
272	0	545
272	1	3449
273	2	2888
274	2	3204
275	0	264
275	1	644
276	0	3189
276	1	422
277	0	3441
277	1	422
278	2	2709
279	2	308
280	0	2164
280	1	1713
281	2	2023
282	0	2388
282	1	603
283	0	1149
283	1	2604
284	0	364
284	1	2362
285	0	1268
285	1	2318
286	2	1750
287	0	652
287	1	422
288	0	3121
288	1	1563
289	2	1340
290	0	2388
290	1	460
291	0	3189
291	1	481
292	0	3189
292	1	53
293	0	3218
293	1	1295
294	2	1560
295	2	3007
296	0	762
296	1	1938
297	0	3189
297	1	1284
298	2	2275
299	0	186
299	1	1563
300	2	22
301	0	2266
301	1	1563
302	2	71
303	2	1416
304	0	3478
304	1	1046
305	0	3434
305	1	138
306	0	944
306	1	2453
307	0	3189
307	1	2480
308	0	374
308	1	460
309	0	3090
309	1	1823
310	2	796
311	0	2400
311	1	2604
312	2	2265
313	2	2453
314	0	322
314	1	2769
315	2	297
316	0	2745
316	1	53
317	2	1285
318	2	2514
319	0	2280
319	1	2061
320	2	2089
321	2	508
322	0	2515
322	1	2604
323	0	3090
323	1	54
324	0	1201
324	1	2497
325	0	2781
325	1	2678
326	2	1098
327	0	2992
327	1	795
328	0	1268
328	1	1224
329	2	1483
330	0	947
330	1	2428
331	0	963
331	1	1541
332	0	1777
332	1	3035
333	2	2467
334	2	399
335	0	963
335	1	817
336	2	543
337	2	279
338	2	1035
339	0	1768
339	1	1783
340	2	361
341	0	2266
341	1	2443
342	0	2956
342	1	2604
343	2	2884
344	0	963
344	1	1713
345	0	3254
345	1	422
346	2	3052
347	0	963
347	1	183
348	2	1661
349	0	3189
349	1	1247
350	2	1618
351	0	1778
351	1	1292
352	0	3090
352	1	1295
353	2	779
354	2	1266
355	0	1777
355	1	285
356	2	1519
357	2	1671
358	0	545
358	1	2823
359	0	1923
359	1	1295
360	0	1777
360	1	1068
361	2	1532
362	0	488
362	1	2061
363	0	1407
363	1	1713
364	2	3495
365	2	808
366	0	3208
366	1	2428
367	0	2280
367	1	1549
368	0	2378
368	1	1269
369	0	3189
369	1	1068
370	0	847
370	1	2365
371	0	590
371	1	1224
372	2	1061
373	2	1674
374	0	193
374	1	2443
375	0	1104
375	1	1560
376	0	2917
376	1	1902
377	0	2164
377	1	2428
378	2	1895
379	2	1764
380	0	928
380	1	1295
381	2	678
382	0	488
382	1	2438
383	0	928
383	1	460
384	2	1495
385	0	1201
385	1	2428
386	2	1956
387	0	2280
387	1	1046
388	0	762
388	1	53
389	2	1571
390	0	2324
390	1	2604
391	2	1597
392	2	2152
393	2	2538
394	0	186
394	1	2604
395	2	3239
396	0	3107
396	1	2497
397	0	264
397	1	1269
398	0	3189
398	1	54
399	2	2663
400	0	2153
400	1	2365
401	0	1777
401	1	997
402	0	3208
402	1	1062
403	0	417
403	1	1295
404	2	3494
405	0	1858
405	1	1938
406	2	1947
407	0	86
407	1	3022
408	0	2745
408	1	1713
409	2	2262
410	2	25
411	2	584
412	0	1064
412	1	2604
413	0	294
413	1	329
414	0	545
414	1	2046
415	2	1408
416	0	2107
416	1	2604
417	2	1879
418	0	947
418	1	1269
419	2	1077
420	0	847
420	1	997
421	2	3475
422	2	2987
423	2	904
424	0	186
424	1	1068
425	0	545
425	1	329
426	2	1357
427	0	762
427	1	795
428	2	3291
429	0	1268
429	1	230
430	0	2280
430	1	1235
431	2	1725
432	2	2080
433	2	948
434	2	2055
435	0	3476
435	1	2046
436	0	1788
436	1	2438
437	0	2280
437	1	1881
438	0	784
438	1	54
439	0	762
439	1	2604
440	0	1777
440	1	1247
441	0	3189
441	1	2820
442	2	1758
443	2	3184
444	0	1759
444	1	2604
445	0	2280
445	1	1299
446	2	30
447	2	1770
448	0	3317
448	1	3449
449	2	2293
450	2	1929
451	0	762
451	1	1269
452	0	590
452	1	3110
453	2	574
454	0	3090
454	1	1701
455	2	1943
456	2	2785
457	0	590
457	1	1739
458	2	2922
459	2	733
460	2	1760
461	0	2912
461	1	1429
462	0	488
462	1	1560
463	0	1778
463	1	1247
464	2	1015
465	0	2266
465	1	997
466	2	1994
467	0	929
467	1	1224
468	2	1216
469	0	1030
469	1	1269
470	0	1531
470	1	1713
471	0	2324
471	1	770
472	2	126
473	0	3208
473	1	2497
474	0	963
474	1	329
475	0	1777
475	1	3110
476	2	1405
477	2	2444
478	0	1515
478	1	2769
479	0	1920
479	1	481
480	2	1058
481	0	2837
481	1	3395
482	0	2340
482	1	1269
483	0	3189
483	1	1186
484	2	3334
485	0	928
485	1	1284
486	0	3121
486	1	1269
487	0	1104
487	1	2604
488	2	2830
489	2	1745
490	0	1064
490	1	2019
491	2	1180
492	2	3356
493	2	673
494	0	2266
494	1	1713
495	2	1724
496	0	2875
496	1	1938
497	0	3121
497	1	2604
