0	2	4360
1	0	7819
1	1	2386
2	0	7571
2	1	2386
3	2	2175
4	0	7042
4	1	1359
5	2	3790
6	2	5280
7	0	7042
7	1	351
8	2	7614
9	0	7042
9	1	6584
10	2	1223
11	0	5910
11	1	2386
12	2	351
13	0	4615
13	1	2076
14	2	3262
15	2	8060
16	2	7185
17	0	3035
17	1	6584
18	0	2998
18	1	6584
19	0	8585
19	1	6584
20	0	2582
20	1	6584
21	2	3036
22	0	7042
22	1	3006
23	0	8585
23	1	6648
24	2	3055
25	2	6398
26	2	3129
27	2	4212
28	0	3035
28	1	2624
29	0	190
29	1	6417
30	2	5466
31	2	2624
32	2	6648
33	2	4185
34	0	8537
34	1	6584
35	2	5611
36	0	5379
36	1	2624
37	0	2998
37	1	2386
38	2	6891
39	0	8585
39	1	2624
40	2	7387
41	2	7289
42	2	2497
43	2	2076
44	2	7933
45	0	5765
45	1	3979
46	0	7144
46	1	3979
47	0	237
47	1	3979
48	2	926
49	0	7042
49	1	5728
50	0	8585
50	1	7387
51	2	5756
52	2	5768
53	2	3014
54	0	1343
54	1	1707
55	2	2528
56	2	3851
57	2	157
58	0	1738
58	1	6584
59	0	3431
59	1	4185
60	0	4009
60	1	6584
61	0	975
61	1	6613
62	2	5841
63	0	5379
63	1	5841
64	2	7211
65	2	128
66	2	7403
67	2	7165
68	2	781
69	2	8014
70	2	7799
71	2	1400
72	0	2434
72	1	955
73	0	2221
73	1	6584
74	2	6720
75	2	6584
76	2	7226
77	2	8536
78	2	6550
79	0	5860
79	1	2386
80	0	7144
80	1	1707
81	0	7042
81	1	2624
82	0	2509
82	1	2624
83	0	2998
83	1	2624
84	0	3583
84	1	1707
85	2	5155
86	0	1398
86	1	2624
87	2	2386
88	2	5036
89	0	3431
89	1	8482
90	0	6002
90	1	5611
91	0	7153
91	1	955
92	2	7212
93	0	5933
93	1	7212
94	0	3035
94	1	7212
95	0	5468
95	1	7212
96	0	8585
96	1	7212
97	0	5750
97	1	2624
98	2	6436
99	2	2081
100	0	7042
100	1	6648
101	0	676
101	1	6648
102	0	3583
102	1	6584
103	0	7997
103	1	6584
104	0	8585
104	1	5728
105	2	5944
106	2	8092
107	2	2168
108	0	7153
108	1	6584
109	0	3583
109	1	5992
110	0	3218
110	1	5992
111	2	460
112	2	4613
113	2	4806
114	0	7819
114	1	7290
115	2	5918
116	0	5801
116	1	5787
117	0	8585
117	1	2813
118	0	2810
118	1	6584
119	0	7144
119	1	7387
120	0	1738
120	1	652
121	2	2349
122	0	2599
122	1	2841
123	0	7144
123	1	5992
124	0	5379
124	1	157
125	2	2710
126	0	1096
126	1	5904
127	0	7042
127	1	5904
128	0	7997
128	1	335
129	0	1738
129	1	335
130	0	5750
130	1	2076
131	0	975
131	1	2996
132	2	279
133	0	3965
133	1	6584
134	0	3431
134	1	2624
135	2	7274
136	2	3877
137	2	2387
138	0	8585
138	1	157
139	0	3431
139	1	157
140	2	7753
141	0	8585
141	1	5036
142	2	1437
143	0	237
143	1	3055
144	2	245
145	0	7235
145	1	351
146	0	8585
146	1	2386
147	2	1229
148	2	643
149	2	5992
150	0	8585
150	1	2082
151	2	7136
152	2	8482
